,chiapet,hic,hichip,random
0.454545454545,0.313791076243,0.341836138886,0.359657974091,0.454545454545
0.464646464646,0.320612621379,0.349267359296,0.367476625702,0.464646464646
0.474747474747,0.327434166515,0.356698579707,0.375295277313,0.474747474747
0.484848484848,0.33425571165,0.364129800118,0.383113928923,0.484848484848
0.494949494949,0.341077256786,0.371561020528,0.390932580534,0.494949494949
0.505050505051,0.347898801922,0.378992240939,0.398751232145,0.505050505051
0.515151515152,0.354720347058,0.386423461349,0.406569883756,0.515151515152
0.525252525253,0.361541892193,0.39385468176,0.414388535366,0.525252525253
0.535353535354,0.368363437329,0.40128590217,0.422207186977,0.535353535354
0.545454545455,0.375184982465,0.408717122581,0.430025838588,0.545454545455
0.555555555556,0.3820065276,0.416148342991,0.437844490198,0.555555555556
0.565656565657,0.388828072736,0.423579563402,0.445663141809,0.565656565657
0.575757575758,0.395649617872,0.431010783813,0.45348179342,0.575757575758
0.585858585859,0.402471163008,0.438442004223,0.46130044503,0.585858585859
0.59595959596,0.409292708143,0.445873224634,0.469119096641,0.59595959596
0.606060606061,0.416114253279,0.453304445044,0.476937748252,0.606060606061
0.616161616162,0.422935798415,0.460735665455,0.484756399862,0.616161616162
0.626262626263,0.42975734355,0.468166885865,0.492575051473,0.626262626263
0.636363636364,0.436578888686,0.475598106276,0.500393703084,0.636363636364
0.646464646465,0.443400433822,0.483029326687,0.508212354694,0.646464646465
0.656565656566,0.450221978958,0.490460547097,0.516031006305,0.656565656566
0.666666666667,0.457043524093,0.497891767508,0.523849657916,0.666666666667
0.676767676768,0.463865069229,0.505322987918,0.531668309526,0.676767676768
0.686868686869,0.470686614365,0.512754208329,0.539486961137,0.686868686869
0.69696969697,0.4775081595,0.520185428739,0.547305612748,0.69696969697
0.707070707071,0.484329704636,0.52761664915,0.555124264358,0.707070707071
0.717171717172,0.491151249772,0.53504786956,0.562942915969,0.717171717172
0.727272727273,0.497972794908,0.542479089971,0.57076156758,0.727272727273
0.737373737374,0.504794340043,0.549910310382,0.578580219191,0.737373737374
0.747474747475,0.511615885179,0.557341530792,0.586398870801,0.747474747475
0.757575757576,0.518437430315,0.564772751203,0.594217522412,0.757575757576
0.767676767677,0.525258975451,0.572203971613,0.602036174023,0.767676767677
0.777777777778,0.532080520586,0.579635192024,0.609854825633,0.777777777778
0.787878787879,0.538902065722,0.587066412434,0.617673477244,0.787878787879
0.79797979798,0.545723610858,0.594497632845,0.625492128855,0.79797979798
0.808080808081,0.552545155993,0.601928853256,0.633310780465,0.808080808081
0.818181818182,0.559366701129,0.609360073666,0.641129432076,0.818181818182
0.828282828283,0.566188246265,0.616791294077,0.648948083687,0.828282828283
0.838383838384,0.578341340793,0.624640332187,0.656766735297,0.838383838384
0.848484848485,0.591984431065,0.639502773008,0.664585386908,0.848484848485
0.858585858586,0.605627521336,0.654365213829,0.673629864663,0.858585858586
0.868686868687,0.619270611608,0.66922765465,0.689267167885,0.868686868687
0.878787878788,0.632913701879,0.684090095471,0.704904471106,0.878787878788
0.888888888889,0.646556792151,0.698952536292,0.720541774327,0.888888888889
0.89898989899,0.660199882422,0.713814977113,0.736179077549,0.89898989899
0.909090909091,0.673842972694,0.728677417934,0.75181638077,0.909090909091
0.919191919192,0.687486062965,0.743539858756,0.767453683992,0.919191919192
0.929292929293,0.701129153236,0.758402299577,0.783090987213,0.929292929293
0.939393939394,0.719830120213,0.77911323099,0.798728290434,0.939393939394
0.949494949495,0.74029475562,0.801406892221,0.818426082003,0.949494949495
0.959595959596,0.760759391028,0.823700553453,0.841882036835,0.959595959596
0.969696969697,0.784710819194,0.851669452118,0.865337991667,0.969696969697
0.979797979798,0.813831620345,0.884034769324,0.895877685687,0.979797979798
0.989898989899,0.855348780636,0.925936189235,0.93378691817,0.989898989899
1.0,1.0,1.0,1.0,1.0
